,Companies,Farm Segment,Solution Focus,Country,All Investors,Total Funding,country,code_2,code_3,country_code,iso_3166_2,continent,sub_region,region_code,sub_region_code,Funding,region
1181,Taranis,Crops,Monitoring & Management,United States,"Microsoft ScaleUp, 8200 EISP, Eshbol Ventures, Eyal Gura, Finistere Ventures, Mindset Ventures, OurCrowd, Vertex Ventures Israel, Kaedan Capital Group, Marc Benioff, iAngels, BNP Paribas, Crédit Mutuel Equity, Cavallo Ventures, Gal Yarden, Nutrien, Sumitomo Corporation, Viola Ventures, Agro Exponencial, Hitachi Ventures, K3 Ventures, La Maison, Micron Ventures, Mitsubishi UFJ Capital, UMC Capital",59.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,59500000,North America
1182,Tarfin,Crops,Business Planning & Finance,Turkey,"CollectiveSpark, Wamda Capital, Elevator Ventures, Quona Capital, Syngenta Ventures, BIC Angels, Syngenta Group Ventures, Yara Growth Ventures",14.3,Turkey,TR,TUR,792,ISO 3166-2:TR,Asia,Western Asia,142,145,14300000,Asia
1183,Targeted Growth,Crops,Biotech,United States,"GrowthWorks, Integra Ventures, Investment Saskatchewan, WRF Capital, Fred Hutchinson Cancer Research Center, AllianceBernstein, Barkley Ag Enterprises, Capricorn Investment Group, Victoria Park Capital",45.33,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,45330000,North America
1184,Tarken,Crops,Business Planning & Finance,Brazil,"Brian Requarth, Carlos Garcia Ottati, Gilgamesh Ventures, Gokul Rajaram, Maya Capital, Monashees+, Pierpaolo Barbieri, Mandi Ventures",3.5,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,3500000,South America
1185,TartanSense,Crops,Monitoring & Management,India,"Akash Gupta, BEENEXT, Blume Ventures, Dileep George, Kush Jawahar, Omnivore Partners, Samay Kohli, FMC Ventures",7,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,7000000,Asia
1186,Taru Naturals,Crops,Business Planning & Finance,India,Powered Accelerator,0.01,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,10000,Asia
1187,Tarvos,Crops,Monitoring & Management,Brazil,"Samsung Creative Startups, ACE Accelerator, Sao Paulo Research Foundation, Fundepar",0.55,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,550000,South America
1188,Tazah Technologies,Multi-faceted,Distribution & Sales,Pakistan,"+92 Ventures, Global Founders Capital, Globivest, LoftyInc Capital Management, Musha Ventures, Ratio Ventures, Sunu Capital, Suya Ventures, Walled City Co, Zayn Capital, i2i Ventures, Alter Global, Earl Grey Capital, Fatima Gobi Ventures, K3 Fund, Kinnow, Matt Brezina, Nuwa Capital, RTP Global, Sahil Bloom, Shorooq Partners, Siqi Chen, Vibe Capital",6.5,Pakistan,PK,PAK,586,ISO 3166-2:PK,Asia,Southern Asia,142,34,6500000,Asia
1189,Tbit,Crops,Monitoring & Management,Brazil,"KPTL, BR Startup Fund, Agro Exponencial",2.41,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,2410000,South America
1190,Tech4Farmers,Crops,Business Planning & Finance,Uganda,Barclays Accelerator,0.12,Uganda,UG,UGA,800,ISO 3166-2:UG,Africa,Eastern Africa,2,14,120000,Africa
1191,TechnifyBiz,Multi-faceted,Distribution & Sales,India,"Harshil Mathur, Insitor Impact Fund, Omnivore Partners, Shashank Kumar",2,India,IN,IND,356,ISO 3166-2:IN,Asia,Southern Asia,142,34,2000000,Asia
1192,Teens for Food Justice,Multi-faceted,Distribution & Sales,United States,U.S. Department of Agriculture,0.3,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,300000,North America
1193,TeleSense,Crops,Packing & Supply Chain,United States,"Plug and Play Accelerator, Congruent Ventures, Finistere Ventures, Maersk Growth, Plug and Play Ventures, Rabo Food & Agri Innovation Fund, Radicle, Trailhead Capital, Paycheck Protection Program, Atesian, Fulcrum Global Capital, Mindset Ventures, UPL",17.38,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,17380000,North America
1194,TellusLabs,Crops,Monitoring & Management,United States,"MassChallenge, Founder Collective, Hyperplane Venture Capital, IA Ventures, Project 11 Ventures, Tabard Venture Capital, Indigo Ag",3.2,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3200000,North America
1195,Tender,"Livestock, Poultry, & Meats",Biotech,United States,"Harvard Innovation Labs, MassChallenge, Plug and Play Accelerator, Bread & Butter Ventures, Lowercarbon Capital, MCJ Collective, Natalie Portman, Rhapsody Venture Partners, Safar Partners, Unovis Asset Management",13.5,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,13500000,North America
1196,Tensorfield Agriculture,Crops,Monitoring & Management,United States,"HAX, SOSV, THRIVE Accelerator, SVG Ventures, Alchemist Accelerator",0.1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,100000,North America
1197,Teralytic,Crops,Monitoring & Management,United States,"01 Ventures, Macquarie Capital Venture Studio, Paycheck Protection Program",9.72,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,9720000,North America
1198,Terra Vera,Crops,Monitoring & Management,United States,Will Raap,2,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2000000,North America
1199,Terrace Mile,Crops,Monitoring & Management,Japan,"DOGAN Beta, Kan Ishii, Kyoko Matsuoka, MYFARM, Mitsui Sumitomo Insurance Venture Capital, Miyazaki Taiyo Capital, Shokou, Shusaku Yano, Yamaguchi Capital, Yusuke Shigaguchi",0.65,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,650000,Asia
1200,TerraClear,Crops,Monitoring & Management,United States,"Madrona Venture Group, Paycheck Protection Program",37.8,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,37800000,North America
1201,Terramagna,Crops,Monitoring & Management,Brazil,"Canary VC, The Yield Lab, Accion Venture Lab, Maya Capital, ONEVC, Grupo Milenio, Shift Capital, SoftBank Latin America Fund",42.19,Brazil,BR,BRA,76,ISO 3166-2:BR,Americas,South America,19,5,42190000,South America
1202,Terramera,Crops,Biotech,Canada,"ACA Investments, BOLD Capital Partners, Maumee Ventures, Renewal Funds, S2G Ventures, Export Development Canada, IKEA GreenTech, Western Economic Diversification Canada, Lazaridis Scale-Up Program, Sustainable Development Technology Canada, BDC Capital, Ospraie Management, Nutrien Radicle Challenge, ArcTern Ventures",77.99,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,77990000,North America
1203,Terraquanta,Crops,Monitoring & Management,China,"Decent Capital, Susquehanna International Group, Orchid Asia Group Management, SIG Asia Investments, Shunwei Capital Partners",7.6,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,7600000,Asia
1204,Terraview,Crops,Monitoring & Management,Singapore,"Abhishek Sharma, Ankit Nagori, Binny Bansal, Kalyan Krishnamurthy, Sujeet Kumar, Tanglin Venture Partners",0.82,Singapore,SG,SGP,702,ISO 3166-2:SG,Asia,South-Eastern Asia,142,35,820000,Asia
1205,TerrAvion,Crops,Monitoring & Management,United States,"Y Combinator, FundersClub, Initialized Capital, 10x Group, Merus Capital, Promus Ventures, Paycheck Protection Program, AgroScout",11.17,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,11170000,North America
1206,TerViva,Crops,Biotech,United States,"Evans Properties, The Yield Lab, Elemental Excelerator, Allotrope Partners, Astia Angels, Howard Fischer, The Grantham Foundation, Wells Fargo Innovation Incubator, Paycheck Protection Program, Astera Institute, Brace Young, Bryan Meehan, Landis Becker Young, Mark Tercek, Ron Edwards, Trustbridge Partners",103.24,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,103240000,North America
1207,Tevatronic,Crops,Monitoring & Management,Israel,"Pearse Lyons Cultivator, Agro Innovation Lab",0.02,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,20000,Asia
1208,Tevel Aerobotics Technologies,Crops,Monitoring & Management,Israel,"AgFunder, Hubei Forbon Technology, Kubota Corporation, Maverick Ventures Israel, OurCrowd, Ziv Aviram, Club degli Investitori",50.74,Israel,IL,ISR,376,ISO 3166-2:IL,Asia,Western Asia,142,145,50740000,Asia
1209,The Bee Corp,Multi-faceted,Monitoring & Management,United States,"Spring Mill Venture Partners, Twilight Venture Partners, Elevate Ventures, Jane Martin, Scott Dorsey, gBETA, THRIVE Accelerator, SVG Ventures",1.19,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,1190000,North America
1210,The Better Meat,"Livestock, Poultry, & Meats",Biotech,United States,"FoodBytes!, Green Circle Foodtech Ventures, Greenlight Capital, Johnsonville Ventures, Level.VC",9.7,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,9700000,North America
1211,The EVERY Company,Crops,Biotech,United States,"IndieBio, Ali Partovi, David Friedberg, Gary Hirshberg, Hadi Partovi, SOSV, Scott Banister, B37 Ventures, The Production Board, Blue Horizon, Grupo Nutresa, Hemisphere Ventures, Ingredion, Veronorte, Minerva, Horizon Technology Finance, Agronomics, CPT Capital, Good Startup, Main Sequence Ventures, McWin, Northstar Ventures, Prosus Ventures, Rage Capital, Starlight VC, Temasek, To Ventures Food, Unreasonable Group, UpHonest Capital, VegInvest, Wheatsheaf Investments, ZX Ventures, VamosVentures",241.75,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,241750000,North America
1212,The Live Green Co.,Crops,Biotech,Chile,"Proveg Incubator, Endurance Investments, Sigma Alimentos, RESPOND Accelerator, Plug and Play Accelerator, DRADS Capital, Draco Capital Partners, Fondo Alerce, Noa Capital Partners",8.02,Chile,CL,CHL,152,ISO 3166-2:CL,Americas,South America,19,5,8020000,South America
1213,The PlantEat,Crops,Biotech,South Korea,"FuturePlay, KDB Capital, Lotte Ventures, Stonebridge Capital, Shinhan Capital, YellowDog",4.87,South Korea,KR,KOR,410,ISO 3166-2:KR,Asia,Eastern Asia,142,30,4870000,Asia
1214,The Yield Technology Solutions,Fishing & Seafood,Monitoring & Management,Australia,"Department of Industry, Innovation and Science, AgFunder, KPMG, The Bosch Group, Yamaha Motor Ventures",14.33,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,14330000,Oceania
1215,Thingc,Crops,Monitoring & Management,Australia,"SproutX, SOSV",0.04,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,40000,Oceania
1216,THIS,"Livestock, Poultry, & Meats",Biotech,United Kingdom,"Seedcamp, Backed VC, Five Seasons Ventures, IDInvest Partners, Manta Ray, Seedrs, Tesco Incubator, BGF, CPT Capital, Lever VC",26.91,United Kingdom,GB,GBR,826,ISO 3166-2:GB,Europe,Northern Europe,150,154,26910000,Europe
1217,Thrive Agric,Crops,Business Planning & Finance,Nigeria,"Ventures Platform, Google for Startups Accelerator, 500 Accelerator, Y Combinator, Go Global Africa, Google for Startups Campus, African Netpreneur Prize, West Africa Trade & Investment Hub",58.51,Nigeria,NG,NGA,566,ISO 3166-2:NG,Africa,Africa,2,11,58510000,Africa
1218,Thrive Agritech,Crops,Monitoring & Management,United States,Bold Rose Capital,2.2,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2200000,North America
1219,Tiantian Xuenong,Crops,Business Planning & Finance,China,"Matrix Partners China, Changce Investment, Yongchuang Capital, Green Pine Capital Partners",3.66,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,3660000,Asia
1220,Tianxiang Aviation,Crops,Monitoring & Management,China,"InteBridge, Topsailing Capital, Yonghua Capital",2.33,China,CN,CHN,156,ISO 3166-2:CN,Asia,Eastern Asia,142,30,2330000,Asia
1221,Tibot Technologies,"Livestock, Poultry, & Meats",Monitoring & Management,France,"Bpifrance, Breizh Angels, Breizh Up, Credit Agricole d'Ille-et-Vilaine, Crédit Mutuel de Bretagne, BI-UP, Demeter Partners, Seventure Partners",4.35,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,4350000,Europe
1222,Tie Up Farming,Crops,Packing & Supply Chain,Australia,SproutX,0.04,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,40000,Oceania
1223,Tillable,Multi-faceted,Business Planning & Finance,United States,"First Round Capital, The Production Board, Paycheck Protection Program",8.65,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,8650000,North America
1224,Time-travelling Milkman,"Livestock, Poultry, & Meats",Biotech,Netherlands,"Oost NL, SHIFT Invest, Wageningen University & Research, StartLife",0.65,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,650000,Europe
1225,TortgaAgTech,Crops,Monitoring & Management,United States,Root Ventures,2.4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,2400000,North America
1226,Tortuga AgTech,Crops,Monitoring & Management,United States,"AME Cloud Ventures, Grit Labs, Haystack Fund, Root Ventures, SVG Ventures, StartX, Susa Ventures, Colorado Office of Economic Development and International Trade, Spero Ventures, Paycheck Protection Program, Colorado Impact Fund, Grit Ventures, Lewis & Clark AgriFood, Morado Venture Partners, Remus Capital",28.07,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,28070000,North America
1227,TOWING,Crops,Biotech,Japan,"Beyond Next Ventures, NOBUNAGA Capital Village, epiST Ventures",1.23,Japan,JP,JPN,392,ISO 3166-2:JP,Asia,Eastern Asia,142,30,1230000,Asia
1228,Trabotyx,Crops,Monitoring & Management,Netherlands,"Brabant Development Agency, Space Business Innovation Center Noordwijk, Rabobank, Antler",0.73,Netherlands,NL,NLD,528,ISO 3166-2:NL,Europe,Western Europe,150,155,730000,Europe
1229,Trace Genomics,Crops,Biotech,United States,"SVG Ventures, THRIVE Accelerator, Illumina Accelerator, Fall Line Capital, Illumina Ventures, Refactor Capital, Viking Global Investors, FoodBytes!, AgFunder, Stage 1 Ventures, WP Global Partners, FoodShot Global, S2G Ventures, Ajax Strategies, FMC Ventures",45.85,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,45850000,North America
1230,Tractor Zoom,Multi-faceted,Distribution & Sales,United States,"Ag Startup Engine, Innova Memphis, Pappajohn Iowa Entrepreneurial Venture Competition, Iowa Economic Development Authority, Ag Ventures Alliance, Hyde Park Angels, ISA Ventures, Iowa Corn Opportunities",5.77,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,5770000,North America
1231,Tradomatic,Multi-faceted,Business Planning & Finance,Ukraine,Ukrainian Foundation of Startups,0.05,Ukraine,UA,UKR,804,ISO 3166-2:UA,Europe,Eastern Europe,150,151,50000,Europe
1232,Traive,Multi-faceted,Business Planning & Finance,United States,"Techstars, The Syndicate Fund, Bread & Butter Ventures, SP Ventures, Minerva Foods, Astella Investimentos, Inova Ventures Participacees, Serasa Experian, Syngenta Group Ventures",23.89,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,23890000,North America
1233,Traptic,Crops,Monitoring & Management,United States,"K9 Ventures, Collaborative Fund, Homebrew, Bowery Farming",8.4,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,8400000,North America
1234,trecker.com,Crops,Business Planning & Finance,Germany,"Target Partners, Yara International",2.61,Germany,DE,DEU,276,ISO 3166-2:DE,Europe,Western Europe,150,155,2610000,Europe
1235,Tridge,Multi-faceted,Distribution & Sales,South Korea,"Softbank Ventures Asia, Activant Capital, Forest Partners",78.48,South Korea,KR,KOR,410,ISO 3166-2:KR,Asia,Eastern Asia,142,30,78480000,Asia
1236,Trigger Systems,Crops,Monitoring & Management,Portugal,"Maze X, EIT Food",0.12,Portugal,PT,PRT,620,ISO 3166-2:PT,Europe,Southern Europe,150,39,120000,Europe
1237,Trotro Tractor,Crops,Business Planning & Finance,Ghana,"Kosmos Innovation Centre, Impulse UM6P",0.05,Ghana,GH,GHA,288,ISO 3166-2:GH,Africa,Africa,2,11,50000,Africa
1238,TruLeaf,Crops,Monitoring & Management,Canada,"AgFunder, Innovacorp, Martin Jamieson, Pete Luckett, McCain Foods",11.4,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,11400000,North America
1239,Trym,Crops,Monitoring & Management,United States,"7thirty Capital, ArcView Group, Delta Emerald Ventures, WelCan Capital",3.1,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,3100000,North America
1240,Tulaa,Crops,Business Planning & Finance,Kenya,"AHL Venture Partners, Beyond Capital, Eckenstein-Geigy-Stiftung, Global Partnerships, Rafiki Ventures, MIT Zambezi Prize, Google for Startups Accelerator, Village Capital",0.66,Kenya,KE,KEN,404,ISO 3166-2:KE,Africa,Eastern Africa,2,14,660000,Africa
1241,TurtleTree,"Livestock, Poultry, & Meats",Biotech,Singapore,"K2 Global, KBW Ventures, Lever VC, Artesian Capital Management, CPT Capital, Green Monday, New Luna Ventures, Plug and Play Accelerator, Eat & Beyond Global, Verso, Good Startup, VERSO Capital",39.4,Singapore,SG,SGP,702,ISO 3166-2:SG,Asia,South-Eastern Asia,142,35,39400000,Asia
1242,UAV-IQ Precision Agriculture,Crops,Monitoring & Management,United States,"Parallel18, SVG Ventures, THRIVE Accelerator",0.14,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,140000,North America
1243,UBEES,"Livestock, Poultry, & Meats",Monitoring & Management,United States,"Paycheck Protection Program, WindSail Capital Group",9.9,United States,US,USA,840,ISO 3166-2:US,Americas,Northern America,19,21,9900000,North America
1244,Ubot,Crops,Monitoring & Management,Australia,SproutX,0.04,Australia,AU,AUS,36,ISO 3166-2:AU,Oceania,Australia and New Zealand,9,53,40000,Oceania
1245,ucrop.it,Crops,Monitoring & Management,Argentina,"Closed Loop Partners, Red Surcos, The Yield Lab, Yugen Partners",1.1,Argentina,AR,ARG,32,ISO 3166-2:AR,Americas,South America,19,5,1100000,South America
1246,Ukko Agro,Crops,Monitoring & Management,Canada,"ODX Ventures, Ag Capital Canada, Emmertech, PIC Investment Group, Whitecap Venture Partners",3.99,Canada,CA,CAN,124,ISO 3166-2:CA,Americas,Northern America,19,21,3990000,North America
1247,Umami Meats,Fishing & Seafood,Biotech,Singapore,"Sustainable Food Ventures, Plug and Play Accelerator, CULT Food Science, Better Bite Ventures",2.4,Singapore,SG,SGP,702,ISO 3166-2:SG,Asia,South-Eastern Asia,142,35,2400000,Asia
1248,Umiami,"Livestock, Poultry, & Meats",Biotech,France,"AgroParisTech, Jeremy Rocher, Kima Ventures, NewFund Capital, Technical University of Munich, Bpifrance, CIC, Societe Generale Group",3.44,France,FR,FRA,250,ISO 3166-2:FR,Europe,Western Europe,150,155,3440000,Europe
